Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time;
idle;38.77;1.09;40.09;1.14;37.66;1.06;;;;0.245;4058;2;6.114;;;0.001;112;0;20.02;
1200000-threshold-75;49.46;1.20;50.60;1.20;43.45;1.18;;;;0.152;6320;2;38.121;;;0.005;4296;0;25.15;
idle;38.90;1.09;39.94;1.13;37.71;1.06;;;;0.301;4387;2;6.062;;;0.000;113;0;20.02;
1200000-threshold-80;49.74;1.20;53.34;1.20;44.17;1.19;;;;0.181;5966;2;40.893;;;0.005;3357;0;24.11;
idle;38.91;1.09;41.85;1.13;37.05;1.05;;;;0.255;3974;2;6.282;;;0.000;90;0;20.02;
1200000-threshold-85;50.01;1.20;53.80;1.20;45.19;1.20;;;;0.133;5597;2;39.883;;;0.004;2818;0;24.88;
idle;39.25;1.09;40.33;1.13;38.04;1.06;;;;0.179;4243;2;6.429;;;0.000;120;0;20.02;
1200000-threshold-90;46.94;1.20;49.89;1.20;44.86;1.20;;;;0.190;9547;2;29.327;;;0.003;4034;0;36.87;
idle;38.90;1.10;40.69;1.13;37.60;1.05;;;;0.225;4443;2;6.205;;;0.000;126;0;20.00;
1200000-threshold-95;49.98;1.20;53.35;1.20;44.71;1.19;;;;0.175;6083;2;40.534;;;0.004;3314;0;24.66;
idle;39.28;1.09;41.18;1.14;37.75;1.06;;;;0.271;4427;2;6.442;;;0.001;107;0;20.02;
1200000-threshold-100;46.91;1.20;50.11;1.20;44.13;1.20;;;;0.233;9812;2;29.367;;;0.003;2967;0;37.29;
idle;39.73;1.10;42.52;1.17;38.22;1.05;;;;0.218;4180;2;7.510;;;0.001;395;0;20.02;
1200000-threshold-105;49.37;1.20;51.20;1.20;45.16;1.19;;;;0.169;6251;2;39.070;;;0.005;3567;0;24.63;
idle;39.09;1.09;40.28;1.12;37.99;1.04;;;;0.248;4304;2;6.197;;;0.001;112;0;20.02;
1200000-threshold-110;47.01;1.20;50.88;1.20;44.93;1.20;;;;0.178;8743;2;30.015;;;0.003;3174;0;35.71;
idle;39.06;1.09;39.96;1.12;38.00;1.07;;;;0.242;4136;2;6.048;;;0.001;325;0;20.02;
1200000-threshold-115;49.94;1.20;50.72;1.20;47.22;1.20;;;;0.184;6622;2;39.821;;;0.004;3117;0;24.44;
idle;39.17;1.09;40.84;1.13;37.50;1.04;;;;0.210;4572;2;6.619;;;0.000;106;0;20.00;
1200000-threshold-120;49.32;1.20;53.48;1.20;43.54;1.17;;;;0.166;5846;2;38.715;;;0.005;3334;0;25.21;
idle;39.24;1.09;41.66;1.16;37.30;1.06;;;;0.311;4272;2;6.519;;;0.001;172;0;20.02;
1200000-threshold-125;49.85;1.20;53.66;1.20;44.55;1.18;;;;0.135;5723;2;40.603;;;0.004;3310;0;24.34;
idle;38.78;1.09;40.34;1.12;37.48;1.06;;;;0.238;4346;2;6.215;;;0.000;110;0;20.02;
1200000-threshold-130;49.47;1.20;50.29;1.20;46.69;1.20;;;;0.190;6410;2;39.530;;;0.006;4014;0;23.95;
idle;39.15;1.09;43.95;1.14;37.27;1.05;;;;0.270;4298;2;6.431;;;0.001;110;0;20.02;
1200000-threshold-135;45.43;1.20;46.51;1.20;44.73;1.19;;;;0.218;12243;2;23.829;;;0.003;3909;0;47.73;
idle;38.93;1.09;39.98;1.12;37.64;1.07;;;;0.256;4623;2;6.230;;;0.001;127;0;20.01;
1200000-threshold-140;49.81;1.20;54.14;1.20;44.82;1.19;;;;0.140;4969;2;40.709;;;0.005;3397;0;23.31;
idle;39.31;1.09;42.05;1.13;37.43;1.06;;;;0.206;3912;2;6.740;;;0.000;102;0;20.02;
1200000-threshold-145;49.40;1.20;50.38;1.20;46.58;1.20;;;;0.146;5989;2;39.583;;;0.005;3667;0;23.53;
idle;39.11;1.09;40.66;1.13;37.72;1.07;;;;0.249;4439;2;6.550;;;0.001;125;0;20.00;
1200000-threshold-150;49.32;1.20;50.90;1.20;45.88;1.20;;;;0.145;5821;2;38.206;;;0.005;3639;0;23.76;
idle;39.14;1.10;41.25;1.14;37.43;1.04;;;;0.280;4765;2;6.647;;;0.001;253;0;20.02;
1200000-threshold-155;49.42;1.20;50.96;1.20;46.26;1.20;;;;0.175;6442;2;38.534;;;0.004;3216;0;24.77;
idle;39.02;1.09;39.99;1.12;37.60;1.05;;;;0.213;4039;2;6.282;;;0.000;99;0;20.02;
1200000-threshold-160;49.85;1.20;54.71;1.20;43.18;1.17;;;;0.169;5311;2;40.707;;;0.005;3183;0;22.27;
idle;39.16;1.09;41.12;1.14;37.30;1.06;;;;0.305;4279;2;6.374;;;0.001;127;0;20.02;
1200000-threshold-165;49.50;1.20;53.98;1.20;44.79;1.19;;;;0.185;5749;2;40.161;;;0.004;2716;0;23.20;
idle;39.02;1.09;40.47;1.11;37.59;1.05;;;;0.213;3769;2;6.094;;;0.001;119;0;20.02;
1200000-threshold-170;49.63;1.20;51.14;1.20;46.72;1.20;;;;0.185;6192;2;39.008;;;0.006;4321;0;22.89;
idle;39.15;1.09;40.27;1.13;38.27;1.07;;;;0.242;4052;2;6.312;;;0.000;102;0;20.02;
1200000-threshold-175;49.84;1.20;54.20;1.20;45.16;1.20;;;;0.148;5330;2;40.177;;;0.005;3466;0;22.72;
idle;39.03;1.09;39.98;1.14;38.51;1.07;;;;0.233;4502;2;6.115;;;0.001;122;0;20.02;
1200000-threshold-180;47.31;1.20;50.39;1.20;44.94;1.19;;;;0.191;7685;2;29.429;;;0.003;3245;0;32.99;
idle;39.39;1.10;42.20;1.14;37.40;1.06;;;;0.230;4321;2;6.672;;;0.000;92;0;20.02;
1200000-threshold-185;46.67;1.20;49.99;1.20;44.79;1.19;;;;0.210;7880;2;28.149;;;0.003;3726;0;35.18;
idle;39.17;1.09;41.09;1.11;37.90;1.07;;;;0.248;4265;2;6.652;;;0.000;109;0;20.02;
1200000-threshold-190;50.44;1.20;54.40;1.20;44.64;1.20;;;;0.154;4940;2;41.472;;;0.005;3089;0;21.00;
idle;39.09;1.09;40.51;1.13;37.47;1.05;;;;0.227;4098;2;6.381;;;0.000;92;0;20.02;
1200000-threshold-195;46.59;1.20;50.78;1.20;44.14;1.18;;;;0.189;7635;2;28.376;;;0.003;3626;0;34.18;
idle;38.72;1.10;39.69;1.14;37.78;1.07;;;;0.247;4480;2;6.230;;;0.000;84;0;20.01;
1200000-threshold-200;49.84;1.20;54.83;1.20;44.92;1.20;;;;0.131;4719;2;39.170;;;0.005;3370;0;22.52;
idle;38.88;1.09;40.57;1.12;37.45;1.05;;;;0.220;4361;2;6.034;;;0.000;92;0;20.02;
1200000-threshold-205;46.80;1.20;50.34;1.20;45.12;1.20;;;;0.153;6735;2;28.342;;;0.004;4006;0;31.65;
idle;39.24;1.09;43.04;1.13;37.95;1.05;;;;0.244;4361;2;6.463;;;0.000;102;0;20.02;
1200000-threshold-210;49.79;1.20;50.83;1.20;45.16;1.19;;;;0.153;5466;2;38.356;;;0.005;3272;0;22.17;
idle;39.20;1.09;40.72;1.15;37.88;1.05;;;;0.244;4180;2;6.359;;;0.001;117;0;20.02;
1200000-threshold-215;50.30;1.20;55.77;1.20;44.13;1.18;;;;0.170;4987;2;39.950;;;0.005;3410;0;21.21;
idle;39.16;1.10;40.99;1.14;37.40;1.06;;;;0.242;4540;2;6.523;;;0.001;172;0;20.02;
1200000-threshold-220;50.19;1.20;55.71;1.20;44.94;1.20;;;;0.164;5224;2;38.899;;;0.005;3475;0;21.90;
idle;39.02;1.09;42.69;1.15;36.92;1.05;;;;0.235;4083;2;6.452;;;0.001;266;0;20.02;
1200000-threshold-225;47.10;1.20;50.49;1.20;45.01;1.20;;;;0.152;7222;2;29.305;;;0.004;3716;0;29.52;
idle;38.90;1.09;39.82;1.12;37.90;1.05;;;;0.219;4650;2;6.200;;;0.001;109;0;20.02;
1200000-threshold-230;49.31;1.20;50.58;1.20;44.04;1.18;;;;0.149;5874;2;37.938;;;0.006;3694;0;21.20;
idle;38.95;1.09;40.63;1.11;37.55;1.05;;;;0.212;4276;2;6.277;;;0.001;119;0;20.02;
1200000-threshold-235;49.97;1.20;51.64;1.20;44.80;1.20;;;;0.134;5683;2;38.531;;;0.006;4054;0;21.10;
idle;39.10;1.09;41.18;1.12;37.84;1.05;;;;0.219;4208;2;6.278;;;0.001;406;0;20.00;
1200000-threshold-240;50.62;1.20;55.29;1.20;44.25;1.18;;;;0.183;5757;2;41.403;;;0.005;3065;0;20.25;
idle;39.11;1.09;41.56;1.13;37.61;1.04;;;;0.251;4391;2;6.179;;;0.000;100;0;20.02;
1200000-threshold-245;47.15;1.20;50.38;1.20;45.06;1.19;;;;0.190;9013;2;29.308;;;0.004;3504;0;30.81;
idle;39.21;1.09;40.34;1.13;38.47;1.07;;;;0.257;4498;2;6.386;;;0.001;127;0;20.02;
1200000-threshold-250;45.61;1.20;47.04;1.20;44.89;1.19;;;;0.159;9347;2;22.925;;;0.003;3834;0;45.45;
idle;39.08;1.10;41.82;1.13;37.83;1.06;;;;0.261;4541;2;6.374;;;0.001;119;0;20.02;
1200000-threshold-255;47.28;1.20;50.95;1.20;45.22;1.20;;;;0.164;7226;2;28.538;;;0.004;3853;0;31.75;
idle;39.29;1.10;40.30;1.13;38.42;1.07;;;;0.265;4717;2;6.528;;;0.001;110;0;20.02;
1200000-threshold-0;46.65;1.20;50.02;1.20;44.47;1.20;;;;0.239;9511;2;29.430;;;0.003;3712;0;35.20;
idle;39.11;1.10;41.14;1.16;37.77;1.07;;;;0.302;4624;2;6.431;;;0.000;89;0;20.02;
1200000-threshold-5;46.94;1.20;50.01;1.20;44.50;1.19;;;;0.183;9953;2;29.590;;;0.003;3078;0;36.44;
idle;38.99;1.09;40.34;1.13;37.20;1.05;;;;0.204;4728;2;6.146;;;0.001;113;0;20.02;
1200000-threshold-10;49.47;1.20;53.33;1.20;44.86;1.19;;;;0.128;5546;2;38.894;;;0.004;2923;0;25.49;
idle;39.26;1.09;41.96;1.13;38.01;1.06;;;;0.261;4568;2;6.437;;;0.001;104;0;20.02;
1200000-threshold-15;49.94;1.20;50.84;1.20;46.04;1.20;;;;0.170;6798;2;39.066;;;0.004;3446;0;24.81;
idle;39.22;1.09;40.63;1.13;37.53;1.05;;;;0.203;3835;2;6.237;;;0.000;110;0;20.02;
1200000-threshold-20;49.27;1.20;51.01;1.20;45.46;1.20;;;;0.165;6259;2;39.189;;;0.005;4170;0;24.22;
idle;39.28;1.09;42.34;1.12;37.97;1.05;;;;0.248;4831;2;6.382;;;0.001;140;0;20.02;
1200000-threshold-25;46.88;1.20;49.82;1.20;44.49;1.19;;;;0.173;8618;2;28.969;;;0.003;3084;0;36.72;
idle;39.17;1.09;40.79;1.12;37.92;1.07;;;;0.230;4169;2;6.360;;;0.000;114;0;20.02;
1200000-threshold-30;50.25;1.20;53.92;1.20;44.77;1.18;;;;0.164;5365;2;41.563;;;0.005;3497;0;23.49;
idle;39.02;1.09;40.18;1.12;37.61;1.06;;;;0.236;4262;2;6.116;;;0.001;136;0;20.02;
1200000-threshold-35;49.77;1.20;53.25;1.20;45.18;1.20;;;;0.145;5275;2;40.287;;;0.004;3048;0;24.69;
idle;38.90;1.09;40.55;1.14;37.53;1.06;;;;0.255;4169;2;6.189;;;0.001;143;0;20.00;
1200000-threshold-40;49.81;1.20;53.70;1.20;44.99;1.20;;;;0.196;5945;2;39.478;;;0.004;3008;0;25.57;
idle;39.19;1.09;40.38;1.12;38.10;1.04;;;;0.260;4394;2;6.191;;;0.001;133;0;20.02;
1200000-threshold-45;49.93;1.20;53.82;1.20;44.13;1.16;;;;0.170;5499;2;40.589;;;0.004;2726;0;24.06;
idle;39.34;1.09;41.36;1.13;37.98;1.05;;;;0.278;4749;2;6.347;;;0.001;113;0;20.01;
1200000-threshold-50;49.89;1.20;50.79;1.20;46.93;1.20;;;;0.203;6402;2;39.589;;;0.004;2904;0;24.78;
idle;39.36;1.09;41.38;1.13;38.18;1.05;;;;0.280;5066;2;6.616;;;0.001;166;0;20.01;
1200000-threshold-55;49.32;1.20;53.15;1.20;44.88;1.20;;;;0.164;4973;2;38.872;;;0.004;2960;0;25.79;
idle;39.18;1.09;40.42;1.13;38.11;1.07;;;;0.261;4796;2;6.247;;;0.001;98;0;20.02;
1200000-threshold-60;45.31;1.20;46.71;1.20;43.61;1.17;;;;0.196;13401;2;23.694;;;0.002;3639;0;50.10;
idle;38.99;1.09;41.08;1.13;37.12;1.05;;;;0.211;4586;2;6.118;;;0.001;114;0;20.02;
1200000-threshold-65;49.97;1.20;51.23;1.20;44.91;1.20;;;;0.161;6381;2;38.658;;;0.005;4310;0;24.27;
idle;39.07;1.09;40.01;1.11;38.25;1.07;;;;0.210;4674;2;6.358;;;0.001;111;0;20.00;
1200000-threshold-70;50.40;1.20;53.82;1.20;45.05;1.20;;;;0.138;5925;2;41.195;;;0.005;3444;0;23.78;
idle;39.15;1.08;41.80;1.12;38.40;1.04;;;;0.225;4291;2;6.453;;;0.000;100;0;20.02;
1200000-threshold-75;47.16;1.20;50.19;1.20;44.91;1.19;;;;0.199;8577;2;29.729;;;0.003;3414;0;35.96;
idle;38.88;1.09;41.11;1.13;37.63;1.04;;;;0.237;4589;2;6.092;;;0.001;116;0;20.02;
1200000-threshold-80;50.21;1.20;53.26;1.20;45.54;1.20;;;;0.181;6032;2;41.873;;;0.005;3516;0;23.50;
idle;39.35;1.09;40.71;1.13;38.02;1.05;;;;0.253;4273;2;6.480;;;0.001;138;0;20.02;
1200000-threshold-85;47.14;1.20;49.88;1.20;45.10;1.20;;;;0.186;9268;2;29.543;;;0.003;3385;0;35.92;
idle;38.99;1.09;40.78;1.12;37.57;1.06;;;;0.224;4050;2;6.268;;;0.001;121;0;20.02;
1200000-threshold-90;49.92;1.20;50.71;1.20;45.42;1.19;;;;0.182;5901;2;39.142;;;0.004;3597;0;24.37;
idle;38.92;1.08;40.40;1.13;36.81;1.02;;;;0.259;4228;2;6.049;;;0.001;118;0;20.02;
1200000-threshold-95;46.81;1.20;49.93;1.20;44.07;1.18;;;;0.166;7868;2;28.438;;;0.002;2891;0;38.09;
idle;39.34;1.09;40.82;1.12;38.23;1.06;;;;0.287;4537;2;6.377;;;0.000;92;0;20.02;
1200000-threshold-100;49.22;1.20;50.50;1.20;44.96;1.19;;;;0.162;6459;2;39.430;;;0.005;3516;0;24.25;
idle;39.08;1.09;40.11;1.13;37.81;1.04;;;;0.214;4337;2;6.010;;;0.001;123;0;20.02;
1200000-threshold-105;46.67;1.20;49.30;1.20;44.09;1.18;;;;0.220;9051;2;29.089;;;0.003;3184;0;36.49;
idle;39.55;1.09;42.34;1.12;37.85;1.05;;;;0.254;4294;2;6.693;;;0.001;94;0;20.01;
1200000-threshold-110;46.72;1.20;49.69;1.20;43.21;1.17;;;;0.165;9172;2;29.167;;;0.003;3567;0;37.11;
idle;39.16;1.09;40.12;1.14;37.98;1.07;;;;0.241;4053;2;6.268;;;0.001;102;0;20.02;
1200000-threshold-115;49.49;1.20;53.13;1.20;44.58;1.20;;;;0.143;5470;2;39.394;;;0.004;3530;0;24.94;
idle;39.20;1.10;40.45;1.12;38.22;1.07;;;;0.222;4151;2;6.343;;;0.001;106;0;20.01;
1200000-threshold-120;46.72;1.20;49.54;1.20;43.05;1.18;;;;0.155;8136;2;28.350;;;0.003;3018;0;38.14;
idle;39.38;1.09;40.67;1.15;37.77;1.05;;;;0.278;4447;2;6.577;;;0.001;129;0;20.02;
1200000-threshold-125;49.12;1.20;50.35;1.20;43.97;1.19;;;;0.182;6688;2;38.061;;;0.006;4446;0;24.30;
idle;39.22;1.09;40.97;1.14;37.66;1.04;;;;0.275;4442;2;6.244;;;0.000;104;0;20.02;
1200000-threshold-130;47.17;1.20;50.31;1.20;44.66;1.19;;;;0.190;8693;2;29.609;;;0.002;2858;0;36.25;
idle;38.99;1.09;40.29;1.13;37.81;1.06;;;;0.271;4125;2;6.020;;;0.001;123;0;20.02;
1200000-threshold-135;45.31;1.20;46.17;1.20;44.45;1.20;;;;0.197;13150;2;23.719;;;0.002;3168;0;48.63;
idle;39.25;1.09;40.69;1.16;38.10;1.05;;;;0.240;4561;2;6.358;;;0.001;169;0;20.02;
1200000-threshold-140;50.21;1.20;53.67;1.20;45.40;1.20;;;;0.144;5343;2;41.496;;;0.005;3113;0;22.79;
idle;39.29;1.09;40.17;1.11;38.18;1.06;;;;0.224;4188;2;6.421;;;0.000;105;0;20.01;
1200000-threshold-145;49.19;1.20;50.31;1.20;44.84;1.19;;;;0.139;6704;2;38.321;;;0.005;3889;0;24.39;
idle;39.29;1.10;42.48;1.14;38.21;1.05;;;;0.251;4300;2;6.266;;;0.000;104;0;20.02;
1200000-threshold-150;49.58;1.20;50.56;1.20;46.25;1.20;;;;0.131;6008;2;39.160;;;0.005;3669;0;22.79;
idle;39.29;1.09;40.38;1.11;38.08;1.06;;;;0.301;4927;2;6.275;;;0.000;105;0;20.02;
1200000-threshold-155;47.03;1.20;50.33;1.20;44.84;1.19;;;;0.176;8528;2;29.508;;;0.003;2929;0;34.46;
idle;39.05;1.08;40.44;1.13;37.78;1.04;;;;0.190;3923;2;6.037;;;0.000;83;0;20.02;
1200000-threshold-160;50.00;1.20;54.25;1.20;44.83;1.19;;;;0.168;5550;2;41.055;;;0.005;3238;0;22.34;
idle;39.23;1.09;40.85;1.13;37.32;1.06;;;;0.242;4236;2;6.298;;;0.000;101;0;20.02;
1200000-threshold-165;50.25;1.20;54.41;1.20;45.17;1.20;;;;0.213;5417;2;41.308;;;0.004;2987;0;22.02;
idle;39.21;1.09;40.55;1.13;38.20;1.06;;;;0.260;3974;2;6.273;;;0.001;115;0;20.02;
1200000-threshold-170;49.58;1.20;51.06;1.20;46.80;1.19;;;;0.162;5843;2;39.184;;;0.006;3688;0;22.51;
idle;39.29;1.09;40.48;1.13;37.99;1.06;;;;0.284;4634;2;6.433;;;0.001;103;0;20.01;
1200000-threshold-175;49.42;1.20;50.53;1.20;46.91;1.20;;;;0.178;5853;2;38.339;;;0.005;3897;0;23.00;
idle;39.20;1.09;41.47;1.14;37.93;1.05;;;;0.239;4075;2;6.213;;;0.000;96;0;20.02;
1200000-threshold-180;50.13;1.20;54.49;1.20;44.85;1.20;;;;0.164;5026;2;40.655;;;0.005;2957;0;21.95;
idle;39.33;1.09;42.54;1.13;38.29;1.07;;;;0.253;4175;2;6.467;;;0.001;94;0;20.01;
1200000-threshold-185;49.86;1.20;54.71;1.20;44.33;1.19;;;;0.152;5162;2;39.111;;;0.004;2676;0;23.18;
idle;39.12;1.09;40.58;1.14;37.46;1.06;;;;0.275;4707;2;6.325;;;0.001;118;0;20.02;
1200000-threshold-190;49.96;1.20;51.29;1.20;46.68;1.20;;;;0.170;5840;2;39.494;;;0.005;3421;0;21.40;
idle;38.79;1.09;40.20;1.13;36.86;1.06;;;;0.285;4419;2;6.105;;;0.000;105;0;20.02;
1200000-threshold-195;50.61;1.20;54.98;1.20;45.16;1.20;;;;0.172;5216;2;41.130;;;0.005;3252;0;20.90;
idle;39.17;1.09;41.74;1.12;37.66;1.06;;;;0.260;4198;2;6.387;;;0.001;113;0;20.02;
1200000-threshold-200;49.63;1.20;50.78;1.20;44.43;1.19;;;;0.184;5567;2;38.038;;;0.005;3728;0;22.13;
idle;38.81;1.09;40.30;1.13;38.00;1.07;;;;0.254;4279;2;6.130;;;0.001;97;0;20.02;
1200000-threshold-205;49.75;1.20;54.55;1.20;44.51;1.19;;;;0.158;5176;2;40.087;;;0.005;3319;0;21.05;
idle;38.94;1.09;40.35;1.12;36.48;1.04;;;;0.267;4637;2;6.316;;;0.001;136;0;20.02;
1200000-threshold-210;45.77;1.20;49.76;1.20;45.06;1.19;;;;0.219;11729;2;23.854;;;0.003;3442;0;43.93;
idle;39.56;1.11;42.37;1.17;37.54;1.06;;;;0.260;4618;2;7.608;;;0.001;119;0;20.02;
1200000-threshold-215;47.18;1.20;50.85;1.20;45.11;1.19;;;;0.205;8253;2;29.150;;;0.003;2992;0;31.44;
idle;38.94;1.09;41.33;1.13;37.07;1.04;;;;0.221;4052;2;6.262;;;0.001;116;0;20.02;
1200000-threshold-220;47.21;1.20;50.94;1.20;44.90;1.19;;;;0.172;7435;2;29.268;;;0.003;2965;0;31.35;
idle;39.41;1.10;42.61;1.13;37.95;1.04;;;;0.252;4230;2;6.574;;;0.001;115;0;20.01;
1200000-threshold-225;46.97;1.20;50.75;1.20;45.07;1.20;;;;0.151;7928;2;28.418;;;0.004;3228;0;32.56;
idle;39.13;1.09;40.97;1.12;37.52;1.06;;;;0.215;4363;2;6.333;;;0.001;111;0;20.00;
1200000-threshold-230;50.03;1.20;51.38;1.20;45.19;1.19;;;;0.213;5899;2;38.345;;;0.005;4359;0;21.31;
idle;39.27;1.09;43.02;1.14;37.77;1.06;;;;0.234;4395;2;6.471;;;0.000;118;0;20.02;
1200000-threshold-235;50.33;1.20;51.67;1.20;46.74;1.20;;;;0.144;5777;2;38.315;;;0.006;3644;0;20.99;
idle;39.37;1.09;40.80;1.12;37.67;1.04;;;;0.220;4330;2;6.642;;;0.001;125;0;20.02;
1200000-threshold-240;47.38;1.20;50.77;1.20;45.17;1.20;;;;0.159;7341;2;29.465;;;0.003;3260;0;30.76;
idle;39.12;1.09;41.50;1.15;37.55;1.04;;;;0.210;4235;2;6.247;;;0.001;105;0;20.02;
1200000-threshold-245;46.85;1.20;49.88;1.20;44.72;1.19;;;;0.219;7905;2;28.989;;;0.004;3517;0;30.68;
idle;39.04;1.09;40.85;1.14;37.78;1.04;;;;0.220;4152;2;6.070;;;0.001;102;0;20.02;
1200000-threshold-250;46.65;1.20;50.13;1.20;44.73;1.19;;;;0.187;8191;2;28.416;;;0.004;3486;0;32.37;
idle;39.09;1.09;40.41;1.12;38.05;1.04;;;;0.218;4055;2;6.113;;;0.000;96;0;20.02;
1200000-threshold-255;50.03;1.20;54.75;1.20;44.93;1.19;;;;0.158;4522;2;40.053;;;0.004;2636;0;20.45;
idle;39.37;1.09;43.18;1.14;37.43;1.05;;;;0.280;4672;2;6.510;;;0.001;102;0;20.02;
1200000-threshold-0;49.35;1.20;52.55;1.20;44.09;1.19;;;;0.179;5172;2;39.556;;;0.004;2576;0;24.23;
idle;39.17;1.09;40.49;1.12;37.17;1.06;;;;0.254;4264;2;6.421;;;0.000;96;0;20.02;
1200000-threshold-5;47.04;1.20;49.88;1.20;44.96;1.20;;;;0.190;9370;2;29.664;;;0.003;3421;0;35.97;
idle;39.18;1.09;41.16;1.13;37.54;1.06;;;;0.255;4684;2;6.380;;;0.001;234;0;20.01;
1200000-threshold-10;46.80;1.20;49.60;1.20;44.28;1.19;;;;0.205;9166;2;29.135;;;0.003;3358;0;36.81;
idle;39.18;1.09;43.53;1.16;37.52;1.05;;;;0.315;4857;2;6.376;;;0.001;119;0;20.02;
1200000-threshold-15;49.74;1.20;53.67;1.20;44.20;1.19;;;;0.171;5508;2;39.920;;;0.003;2851;0;24.84;
idle;38.89;1.09;40.80;1.13;37.74;1.06;;;;0.273;4715;2;5.966;;;0.001;132;0;20.02;
1200000-threshold-20;49.27;1.20;50.12;1.20;46.50;1.20;;;;0.157;5839;2;38.312;;;0.005;4167;0;24.55;
idle;39.27;1.09;42.93;1.12;37.09;1.06;;;;0.256;4279;2;6.600;;;0.001;148;0;20.02;
1200000-threshold-25;46.51;1.20;49.14;1.20;44.66;1.20;;;;0.173;8852;2;28.349;;;0.003;3129;0;38.01;
idle;38.77;1.09;39.61;1.13;38.01;1.06;;;;0.189;4004;2;5.910;;;0.001;117;0;20.02;
1200000-threshold-30;46.36;1.20;49.25;1.20;43.85;1.19;;;;0.192;7754;2;28.171;;;0.003;3168;0;37.97;
idle;39.06;1.09;43.38;1.15;37.14;1.05;;;;0.200;4125;2;6.348;;;0.001;115;0;20.02;
1200000-threshold-35;49.38;1.20;53.40;1.20;43.80;1.17;;;;0.158;6228;2;38.930;;;0.004;3306;0;25.35;
idle;39.30;1.10;41.12;1.13;38.45;1.08;;;;0.240;4226;2;6.513;;;0.001;117;0;20.02;
1200000-threshold-40;50.08;1.20;53.73;1.20;44.73;1.19;;;;0.175;5545;2;39.762;;;0.004;2508;0;24.80;
idle;39.03;1.09;40.16;1.12;38.17;1.06;;;;0.289;4648;2;6.261;;;0.000;103;0;20.01;
1200000-threshold-45;46.76;1.20;49.48;1.20;43.69;1.18;;;;0.193;9762;2;29.310;;;0.003;3614;0;36.56;
idle;39.03;1.09;40.10;1.12;37.47;1.05;;;;0.254;4536;2;6.195;;;0.001;197;0;20.02;
1200000-threshold-50;45.22;1.20;46.29;1.20;44.20;1.19;;;;0.213;13441;2;23.687;;;0.003;4062;0;50.89;
idle;39.25;1.09;40.37;1.13;37.57;1.05;;;;0.271;4757;2;6.340;;;0.000;109;0;20.02;
1200000-threshold-55;49.35;1.20;50.38;1.20;43.06;1.18;;;;0.162;6560;2;38.488;;;0.005;3736;0;25.22;
idle;39.06;1.09;40.54;1.12;38.04;1.07;;;;0.261;4307;2;6.070;;;0.000;105;0;20.01;
1200000-threshold-60;46.93;1.20;50.30;1.20;44.41;1.18;;;;0.222;9458;2;29.656;;;0.003;3357;0;36.11;
idle;38.99;1.10;40.41;1.15;38.05;1.05;;;;0.298;4510;2;6.460;;;0.001;163;0;20.02;
1200000-threshold-65;50.03;1.20;53.74;1.20;44.90;1.20;;;;0.156;6095;2;40.819;;;0.004;3325;0;23.93;
idle;39.08;1.09;42.92;1.13;37.20;1.05;;;;0.193;3643;2;6.554;;;0.001;117;0;20.02;
1200000-threshold-70;46.64;1.20;49.29;1.20;44.41;1.19;;;;0.177;9398;2;29.137;;;0.003;3318;0;37.62;
idle;39.12;1.09;42.46;1.15;37.26;1.03;;;;0.234;4539;2;6.438;;;0.001;120;0;20.02;
1200000-threshold-75;50.14;1.20;53.40;1.20;45.43;1.19;;;;0.184;5214;2;41.222;;;0.005;3124;0;23.50;
idle;38.91;1.09;42.25;1.14;37.09;1.04;;;;0.245;4193;2;6.203;;;0.001;97;0;20.02;
1200000-threshold-80;46.79;1.20;49.42;1.20;44.61;1.19;;;;0.196;9815;2;29.321;;;0.003;3861;0;37.00;
idle;38.81;1.10;40.53;1.12;37.53;1.07;;;;0.304;4667;2;6.290;;;0.001;115;0;20.02;
1200000-threshold-85;46.98;1.20;50.07;1.20;44.74;1.20;;;;0.218;9107;2;29.524;;;0.003;3547;0;36.52;
idle;39.11;1.09;40.63;1.11;37.68;1.07;;;;0.220;4585;2;6.491;;;0.001;118;0;20.02;
1200000-threshold-90;46.76;1.20;49.96;1.20;44.70;1.20;;;;0.192;8868;2;28.527;;;0.003;3966;0;37.90;
idle;38.93;1.09;40.73;1.12;37.18;1.06;;;;0.259;4349;2;6.425;;;0.001;207;0;20.02;
1200000-threshold-95;46.58;1.20;49.68;1.20;44.39;1.19;;;;0.155;8246;2;28.601;;;0.003;3638;0;37.43;
idle;39.00;1.09;40.08;1.13;37.33;1.06;;;;0.290;4658;2;6.315;;;0.000;119;0;20.02;
1200000-threshold-100;50.10;1.20;53.22;1.20;44.92;1.20;;;;0.135;5499;2;41.349;;;0.004;3316;0;23.69;
idle;38.99;1.09;40.35;1.12;37.43;1.07;;;;0.222;4031;2;6.174;;;0.000;115;0;20.02;
1200000-threshold-105;50.45;1.20;53.63;1.20;45.16;1.20;;;;0.156;5406;2;41.827;;;0.004;3151;0;23.55;
idle;39.14;1.09;41.05;1.12;37.76;1.06;;;;0.258;4956;2;6.376;;;0.000;94;0;20.01;
