Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time;
1000000-threshold-75;47.61;1.00;50.92;1.00;43.70;1.00;;;;0.131;5967;2;39.266;;;0.004;3065;0;31.73;
idle;39.01;0.95;39.96;0.96;38.08;0.94;;;;0.193;3509;2;6.853;;;0.001;103;0;20.02;
1000000-threshold-80;48.23;1.00;51.14;1.00;44.18;1.00;;;;0.130;6086;2;41.130;;;0.004;2821;0;28.77;
idle;39.09;0.95;40.54;0.97;37.66;0.94;;;;0.168;3901;2;7.065;;;0.001;110;0;20.02;
1000000-threshold-85;47.38;1.00;49.27;1.00;43.66;1.00;;;;0.153;6559;2;39.431;;;0.004;2724;0;30.12;
idle;39.28;0.95;41.29;0.97;37.90;0.93;;;;0.208;4271;2;7.600;;;0.000;105;0;20.02;
1000000-threshold-90;47.46;1.00;48.57;1.00;45.26;1.00;;;;0.127;6733;2;39.560;;;0.004;3744;0;29.24;
idle;38.77;0.95;41.02;0.96;37.78;0.95;;;;0.195;3709;2;6.799;;;0.001;98;0;20.02;
1000000-threshold-95;45.82;1.00;48.34;1.00;42.68;0.98;;;;0.144;9970;2;30.282;;;0.003;3218;0;43.12;
idle;39.77;0.96;41.66;0.99;37.30;0.93;;;;0.222;3683;2;8.813;;;0.001;98;0;20.02;
1000000-threshold-100;47.17;1.00;48.10;1.00;43.10;0.99;;;;0.166;7507;2;38.830;;;0.004;2955;0;31.04;
idle;38.79;0.95;40.52;0.97;37.73;0.94;;;;0.207;3726;2;7.042;;;0.001;105;0;20.02;
1000000-threshold-105;47.84;1.00;50.89;1.00;43.53;1.00;;;;0.148;6069;2;40.477;;;0.004;2935;0;29.76;
idle;38.95;0.95;40.51;0.97;37.47;0.93;;;;0.222;3581;2;7.303;;;0.001;106;0;20.02;
1000000-threshold-110;47.51;1.00;51.54;1.00;43.43;1.00;;;;0.147;5884;2;38.671;;;0.003;2705;0;31.82;
idle;38.91;0.95;40.44;0.97;37.18;0.94;;;;0.227;4174;2;7.179;;;0.001;108;0;20.02;
1000000-threshold-115;47.85;1.00;48.79;1.00;42.85;0.99;;;;0.164;6455;2;39.194;;;0.003;2771;0;30.25;
idle;38.88;0.95;40.00;0.97;37.60;0.93;;;;0.213;3599;2;7.066;;;0.001;109;0;20.02;
1000000-threshold-120;47.93;1.00;51.14;1.00;43.45;1.00;;;;0.151;6026;2;40.571;;;0.003;2319;0;28.80;
idle;39.12;0.95;43.43;0.97;36.89;0.93;;;;0.177;3951;2;7.512;;;0.001;121;0;20.02;
1000000-threshold-125;45.55;1.00;47.98;1.00;43.43;1.00;;;;0.161;9464;2;29.976;;;0.003;3167;0;42.97;
idle;39.08;0.96;42.83;0.98;37.59;0.94;;;;0.245;4253;2;7.279;;;0.001;128;0;20.02;
1000000-threshold-130;48.06;1.00;51.59;1.00;43.87;0.99;;;;0.141;5981;2;39.675;;;0.003;2788;0;29.91;
idle;39.17;0.96;43.07;0.97;37.74;0.94;;;;0.268;4201;2;7.455;;;0.001;119;0;20.01;
1000000-threshold-135;47.86;1.00;51.09;1.00;43.64;0.99;;;;0.136;6240;2;39.997;;;0.004;2957;0;29.58;
idle;38.89;0.95;39.75;0.96;37.77;0.94;;;;0.191;3394;2;6.994;;;0.001;115;0;20.02;
1000000-threshold-140;47.73;1.00;51.60;1.00;42.73;0.99;;;;0.127;5850;2;39.928;;;0.004;3082;0;29.12;
idle;39.22;0.96;40.99;0.98;37.61;0.93;;;;0.247;4349;2;7.617;;;0.001;176;0;20.02;
1000000-threshold-145;47.43;1.00;48.50;1.00;42.65;0.99;;;;0.166;7456;2;39.048;;;0.005;4011;0;29.09;
idle;39.05;0.95;40.38;0.97;37.86;0.94;;;;0.200;4082;2;7.181;;;0.001;116;0;20.01;
1000000-threshold-150;47.57;1.00;48.52;1.00;43.19;0.99;;;;0.160;7166;2;39.622;;;0.004;3766;0;28.25;
idle;38.94;0.95;40.22;0.97;37.91;0.93;;;;0.206;3654;2;7.014;;;0.001;121;0;20.02;
1000000-threshold-155;47.53;1.00;48.90;1.00;42.99;0.99;;;;0.153;6900;2;38.884;;;0.005;3987;0;28.18;
idle;39.38;0.96;43.16;0.98;37.44;0.93;;;;0.249;4116;2;7.836;;;0.001;116;0;20.02;
1000000-threshold-160;47.94;1.00;52.30;1.00;42.48;0.99;;;;0.127;6103;2;40.655;;;0.004;2886;0;27.16;
idle;38.69;0.95;40.37;0.97;37.47;0.93;;;;0.193;3937;2;6.746;;;0.001;110;0;20.02;
1000000-threshold-165;44.29;1.00;45.48;1.00;43.33;0.99;;;;0.176;12502;2;24.520;;;0.002;3054;0;55.20;
idle;39.17;0.95;42.66;0.98;37.98;0.94;;;;0.215;3820;2;7.390;;;0.001;115;0;20.02;
1000000-threshold-170;45.65;1.00;48.38;1.00;43.83;1.00;;;;0.179;8807;2;29.544;;;0.003;3346;0;42.68;
idle;39.18;0.96;40.11;0.97;37.82;0.94;;;;0.256;3819;2;7.272;;;0.001;93;0;20.02;
1000000-threshold-175;45.74;1.00;48.44;1.00;43.60;1.00;;;;0.160;8996;2;30.200;;;0.003;2877;0;39.95;
idle;39.18;0.96;42.24;0.97;37.16;0.94;;;;0.221;3925;2;7.513;;;0.001;128;0;20.02;
1000000-threshold-180;45.57;1.00;48.38;1.00;43.70;1.00;;;;0.189;10467;2;29.676;;;0.002;2695;0;41.89;
idle;38.93;0.95;41.22;0.98;37.31;0.93;;;;0.235;3742;2;7.085;;;0.000;102;0;20.01;
1000000-threshold-185;45.81;1.00;48.89;1.00;43.85;1.00;;;;0.187;8566;2;29.646;;;0.003;2953;0;39.77;
idle;38.94;0.95;41.95;0.97;37.42;0.94;;;;0.234;4488;2;7.143;;;0.001;449;0;20.02;
1000000-threshold-190;45.35;1.00;48.26;1.00;43.40;1.00;;;;0.159;8278;2;28.960;;;0.003;3205;0;40.94;
idle;38.73;0.95;39.68;0.96;37.06;0.94;;;;0.243;3811;2;6.779;;;0.001;105;0;20.02;
1000000-threshold-195;45.50;1.00;49.00;1.00;43.82;1.00;;;;0.148;8773;2;28.943;;;0.003;3170;0;41.02;
idle;38.90;0.95;42.33;0.97;37.69;0.94;;;;0.182;3549;2;7.283;;;0.001;125;0;20.00;
1000000-threshold-200;47.91;1.00;52.42;1.00;43.94;1.00;;;;0.120;6048;2;38.821;;;0.005;3397;0;26.02;
idle;38.98;0.95;40.75;0.98;37.96;0.94;;;;0.257;3922;2;7.137;;;0.001;121;0;20.02;
1000000-threshold-205;47.98;1.00;49.20;1.00;44.83;1.00;;;;0.138;6852;2;39.411;;;0.004;3239;0;24.59;
idle;38.98;0.95;40.58;0.97;37.67;0.93;;;;0.238;3926;2;7.144;;;0.001;115;0;20.02;
1000000-threshold-210;45.64;1.00;49.28;1.00;43.57;1.00;;;;0.186;9020;2;30.114;;;0.002;2322;0;38.49;
idle;38.87;0.95;40.02;0.97;37.47;0.94;;;;0.211;3739;2;6.894;;;0.001;111;0;20.02;
1000000-threshold-215;47.78;1.00;52.28;1.00;43.43;1.00;;;;0.163;5912;2;38.857;;;0.004;2729;0;26.04;
idle;39.26;0.95;41.70;0.97;37.96;0.94;;;;0.223;4293;2;7.481;;;0.001;112;0;20.01;
1000000-threshold-220;45.63;1.00;48.65;1.00;43.88;1.00;;;;0.186;8427;2;29.570;;;0.003;2796;0;38.46;
idle;38.92;0.96;40.52;0.98;37.62;0.94;;;;0.258;3973;2;7.211;;;0.001;125;0;20.01;
1000000-threshold-225;47.97;1.00;48.84;1.00;44.56;1.00;;;;0.135;6839;2;39.219;;;0.005;3383;0;25.02;
idle;38.99;0.96;40.16;0.98;37.85;0.93;;;;0.177;3852;2;7.285;;;0.001;176;0;20.02;
1000000-threshold-230;48.20;1.00;52.82;1.00;43.97;1.00;;;;0.167;5608;2;39.291;;;0.004;2604;0;25.99;
idle;39.15;0.96;42.41;0.98;37.41;0.93;;;;0.222;3893;2;7.575;;;0.001;118;0;20.02;
1000000-threshold-235;45.68;1.00;48.50;1.00;42.84;0.99;;;;0.171;8883;2;29.804;;;0.003;2992;0;36.07;
idle;38.83;0.96;39.91;0.97;37.77;0.94;;;;0.233;4177;2;7.196;;;0.001;111;0;20.02;
1000000-threshold-240;47.96;1.00;48.71;1.00;44.95;1.00;;;;0.132;5258;2;38.478;;;0.004;2899;0;26.86;
idle;38.75;0.95;40.55;0.98;37.74;0.93;;;;0.211;3716;2;7.162;;;0.001;114;0;20.02;
1000000-threshold-245;48.66;1.00;52.94;1.00;43.77;0.99;;;;0.138;5535;2;41.588;;;0.004;2773;0;24.18;
idle;38.63;0.95;40.42;0.97;37.30;0.93;;;;0.230;3838;2;7.028;;;0.001;89;0;20.02;
1000000-threshold-250;47.90;1.00;49.16;1.00;45.00;1.00;;;;0.148;7254;2;39.400;;;0.005;3252;0;24.71;
idle;38.71;0.95;40.24;0.97;36.94;0.94;;;;0.244;3957;2;7.114;;;0.001;107;0;20.01;
1000000-threshold-255;45.58;1.00;49.07;1.00;42.95;0.99;;;;0.211;8896;2;30.078;;;0.003;2943;0;36.20;
idle;38.89;0.95;43.08;0.97;37.34;0.94;;;;0.185;4046;2;7.202;;;0.001;131;0;20.02;
1000000-threshold-0;45.57;1.00;48.10;1.00;43.24;1.00;;;;0.166;9812;2;30.287;;;0.003;3061;0;41.06;
idle;38.63;0.95;40.26;0.97;37.14;0.93;;;;0.241;3583;2;6.773;;;0.000;106;0;20.02;
1000000-threshold-5;45.66;1.00;48.26;1.00;43.47;1.00;;;;0.179;10385;2;30.960;;;0.003;3004;0;43.91;
idle;39.05;0.95;42.44;0.97;37.74;0.94;;;;0.240;3717;2;7.236;;;0.001;104;0;20.02;
1000000-threshold-10;45.48;1.00;48.50;1.00;43.40;1.00;;;;0.152;9836;2;30.024;;;0.003;2787;0;43.83;
idle;38.79;0.95;40.54;0.97;37.67;0.94;;;;0.214;3767;2;6.885;;;0.001;107;0;20.02;
1000000-threshold-15;47.62;1.00;48.81;1.00;42.48;0.99;;;;0.153;6780;2;39.190;;;0.004;3962;0;30.10;
idle;38.81;0.95;41.84;0.97;36.97;0.93;;;;0.242;3702;2;7.101;;;0.001;99;0;20.02;
1000000-threshold-20;45.61;1.00;48.36;1.00;43.02;0.99;;;;0.157;10432;2;30.373;;;0.002;2647;0;43.27;
idle;38.85;0.95;39.80;0.97;37.41;0.93;;;;0.220;4348;2;7.101;;;0.001;121;0;20.01;
1000000-threshold-25;45.42;1.00;47.78;1.00;43.67;1.00;;;;0.166;10329;2;30.362;;;0.003;3360;0;42.76;
idle;38.85;0.95;40.19;0.97;37.45;0.93;;;;0.242;3725;2;6.848;;;0.001;117;0;20.02;
1000000-threshold-30;48.00;1.00;50.83;1.00;44.10;1.00;;;;0.146;6699;2;41.366;;;0.004;3030;0;28.41;
idle;39.00;0.95;41.10;0.97;37.36;0.93;;;;0.184;3973;2;7.256;;;0.001;119;0;20.02;
1000000-threshold-35;47.75;1.00;51.02;1.00;42.06;0.99;;;;0.138;6520;2;40.557;;;0.004;2673;0;29.16;
idle;38.88;0.96;40.59;0.98;37.83;0.94;;;;0.231;4317;2;7.336;;;0.001;122;0;20.02;
1000000-threshold-40;47.80;1.00;51.11;1.00;43.67;1.00;;;;0.103;6296;2;40.429;;;0.004;2771;0;29.89;
idle;38.87;0.95;40.39;0.97;37.78;0.93;;;;0.239;3853;2;6.955;;;0.001;98;0;20.02;
1000000-threshold-45;44.19;1.00;45.31;1.00;43.47;1.00;;;;0.206;13211;2;24.586;;;0.002;3072;0;58.51;
idle;39.12;0.96;43.68;0.98;37.73;0.94;;;;0.207;4235;2;7.745;;;0.001;124;0;20.02;
1000000-threshold-50;45.34;1.00;48.24;1.00;43.55;0.99;;;;0.167;9855;2;28.913;;;0.003;3069;0;45.76;
idle;38.77;0.95;40.96;0.97;37.24;0.93;;;;0.249;3732;2;6.894;;;0.001;101;0;20.00;
1000000-threshold-55;44.01;1.00;44.66;1.00;43.57;1.00;;;;0.174;12557;2;23.568;;;0.002;3395;0;62.67;
idle;38.82;0.95;39.92;0.96;36.45;0.93;;;;0.241;3626;2;6.900;;;0.000;99;0;20.02;
1000000-threshold-60;45.65;1.00;48.65;1.00;42.80;0.99;;;;0.175;9749;2;30.147;;;0.002;2592;0;43.43;
idle;38.79;0.95;40.76;0.97;37.43;0.94;;;;0.163;3721;2;7.053;;;0.000;98;0;20.02;
1000000-threshold-65;47.53;1.00;51.11;1.00;42.14;0.99;;;;0.122;5777;2;39.604;;;0.003;2527;0;30.20;
idle;38.88;0.95;40.61;0.98;37.67;0.93;;;;0.205;4107;2;7.239;;;0.001;114;0;20.02;
1000000-threshold-70;47.85;1.00;50.89;1.00;43.59;1.00;;;;0.146;6671;2;41.159;;;0.004;2971;0;29.56;
idle;38.93;0.95;40.53;0.96;36.95;0.93;;;;0.228;4192;2;7.076;;;0.001;123;0;20.01;
1000000-threshold-75;48.11;1.00;50.92;1.00;44.00;1.00;;;;0.146;5505;2;41.501;;;0.003;2855;0;28.59;
idle;39.19;0.96;42.22;0.98;37.84;0.93;;;;0.262;4576;2;7.516;;;0.001;160;0;20.02;
1000000-threshold-80;47.84;1.00;48.88;1.00;44.58;1.00;;;;0.166;6354;2;39.279;;;0.004;3040;0;30.27;
idle;39.12;0.95;40.04;0.97;37.71;0.94;;;;0.205;3999;2;7.365;;;0.001;134;0;20.02;
1000000-threshold-85;47.78;1.00;48.82;1.00;43.91;1.00;;;;0.141;6994;2;39.129;;;0.004;2663;0;30.90;
idle;39.08;0.95;40.53;0.97;37.32;0.93;;;;0.243;3996;2;7.138;;;0.000;106;0;20.02;
1000000-threshold-90;48.17;1.00;51.33;1.00;43.31;0.99;;;;0.169;6376;2;41.788;;;0.004;3135;0;28.43;
idle;38.93;0.95;40.13;0.97;37.85;0.94;;;;0.225;3990;2;6.991;;;0.001;106;0;20.01;
1000000-threshold-95;47.60;1.00;50.99;1.00;43.80;0.99;;;;0.106;6013;2;39.331;;;0.004;3298;0;30.59;
idle;39.20;0.96;40.81;0.98;37.64;0.93;;;;0.226;4206;2;7.478;;;0.001;167;0;20.02;
1000000-threshold-100;47.98;1.00;51.26;1.00;43.24;1.00;;;;0.137;6152;2;41.218;;;0.004;2660;0;29.21;
idle;39.07;0.96;42.30;0.97;37.97;0.94;;;;0.199;3945;2;7.311;;;0.001;138;0;20.02;
1000000-threshold-105;48.02;1.00;49.10;1.00;44.37;1.00;;;;0.150;7031;2;39.216;;;0.004;3048;0;30.70;
idle;38.70;0.95;40.02;0.96;37.58;0.93;;;;0.216;3666;2;6.933;;;0.001;196;0;20.02;
1000000-threshold-110;45.48;1.00;48.13;1.00;43.67;1.00;;;;0.185;10605;2;29.926;;;0.003;3578;0;44.84;
idle;38.95;0.95;42.44;0.98;37.50;0.93;;;;0.235;3829;2;7.201;;;0.001;275;0;20.02;
1000000-threshold-115;47.43;1.00;51.34;1.00;43.06;0.99;;;;0.164;7153;2;38.778;;;0.004;3325;0;31.22;
idle;38.72;0.95;39.89;0.97;37.58;0.94;;;;0.244;4296;2;6.748;;;0.001;156;0;20.02;
1000000-threshold-120;47.84;1.00;48.72;1.00;42.65;0.99;;;;0.122;7009;2;39.056;;;0.004;3101;0;30.12;
idle;38.98;0.95;40.49;0.97;37.19;0.94;;;;0.214;3795;2;7.184;;;0.001;107;0;20.02;
1000000-threshold-125;45.12;1.00;47.79;1.00;42.33;0.99;;;;0.157;9566;2;28.970;;;0.003;3129;0;45.10;
idle;39.00;0.95;39.58;0.96;38.14;0.94;;;;0.215;3671;2;7.168;;;0.001;122;0;20.02;
1000000-threshold-130;47.96;1.00;51.52;1.00;43.63;1.00;;;;0.118;5768;2;40.716;;;0.004;3007;0;28.56;
idle;38.94;0.95;40.65;0.97;37.85;0.93;;;;0.204;4144;2;7.232;;;0.000;109;0;20.02;
1000000-threshold-135;45.65;1.00;48.33;1.00;43.10;0.99;;;;0.164;9194;2;30.171;;;0.003;2669;0;42.52;
idle;38.94;0.95;40.28;0.97;37.35;0.93;;;;0.222;4162;2;7.315;;;0.001;124;0;20.02;
1000000-threshold-140;48.22;1.00;51.63;1.00;43.55;1.00;;;;0.125;5768;2;41.643;;;0.004;3135;0;27.53;
idle;39.01;0.95;40.44;0.97;37.68;0.94;;;;0.187;4032;2;7.341;;;0.001;116;0;20.02;
1000000-threshold-145;45.33;1.00;48.16;1.00;42.74;0.99;;;;0.134;9178;2;28.927;;;0.003;3030;0;45.19;
idle;39.14;0.95;40.69;0.97;38.16;0.94;;;;0.204;3851;2;7.284;;;0.000;104;0;20.02;
1000000-threshold-150;45.41;1.00;48.13;1.00;42.72;0.99;;;;0.154;9479;2;29.815;;;0.003;2780;0;43.07;
idle;39.08;0.95;40.75;0.97;37.41;0.93;;;;0.205;3918;2;7.253;;;0.001;166;0;20.02;
1000000-threshold-155;45.77;1.00;48.74;1.00;43.87;1.00;;;;0.139;9799;2;30.048;;;0.003;2911;0;42.60;
idle;39.15;0.95;40.44;0.97;37.84;0.93;;;;0.268;4189;2;7.171;;;0.001;139;0;20.01;
1000000-threshold-160;45.60;1.00;49.27;1.00;43.68;1.00;;;;0.140;8580;2;29.647;;;0.003;3187;0;42.66;
idle;39.00;0.95;40.55;0.97;37.93;0.94;;;;0.181;3904;2;7.339;;;0.001;128;0;20.02;
1000000-threshold-165;47.54;1.00;48.63;1.00;44.02;1.00;;;;0.150;6817;2;38.741;;;0.005;3592;0;28.53;
idle;38.92;0.95;40.15;0.96;37.54;0.93;;;;0.228;4192;2;6.917;;;0.001;105;0;20.02;
1000000-threshold-170;47.40;1.00;48.94;1.00;43.54;0.99;;;;0.132;6161;2;39.040;;;0.004;3503;0;28.14;
idle;39.03;0.95;40.79;0.97;37.78;0.94;;;;0.222;4160;2;7.060;;;0.001;136;0;20.02;
1000000-threshold-175;45.81;1.00;48.65;1.00;43.63;0.99;;;;0.176;9268;2;30.158;;;0.002;1986;0;40.31;
idle;39.06;0.95;40.21;0.97;37.68;0.94;;;;0.183;3897;2;7.138;;;0.001;104;0;20.02;
1000000-threshold-180;45.56;1.00;48.42;1.00;43.69;1.00;;;;0.173;9229;2;29.022;;;0.003;2807;0;41.77;
idle;38.90;0.95;39.70;0.98;37.98;0.94;;;;0.250;3689;2;6.946;;;0.001;110;0;20.02;
1000000-threshold-185;46.10;1.00;49.12;1.00;43.82;1.00;;;;0.160;9019;2;30.604;;;0.003;3320;0;38.88;
idle;39.01;0.95;39.76;0.97;37.59;0.93;;;;0.193;3369;2;6.959;;;0.001;115;0;20.02;
1000000-threshold-190;47.95;1.00;52.06;1.00;43.14;1.00;;;;0.134;5742;2;39.733;;;0.004;2443;0;26.43;
idle;38.97;0.95;40.09;0.97;37.66;0.93;;;;0.201;3903;2;6.960;;;0.001;141;0;20.02;
1000000-threshold-195;45.41;1.00;49.03;1.00;43.84;1.00;;;;0.146;8612;2;28.696;;;0.003;2904;0;39.95;
idle;39.16;0.95;40.63;0.98;37.40;0.94;;;;0.187;3567;2;7.528;;;0.001;456;0;20.01;
1000000-threshold-200;48.08;1.00;52.28;1.00;42.96;0.99;;;;0.144;6040;2;40.173;;;0.004;3141;0;25.23;
idle;38.96;0.95;40.29;0.97;37.51;0.94;;;;0.201;3565;2;7.054;;;0.001;107;0;20.00;
1000000-threshold-205;47.95;1.00;49.02;1.00;45.77;1.00;;;;0.139;7173;2;39.600;;;0.005;3391;0;24.51;
idle;39.15;0.95;40.72;0.97;37.96;0.94;;;;0.195;4408;2;7.455;;;0.001;180;0;20.02;
1000000-threshold-210;48.48;1.00;52.72;1.00;43.65;0.99;;;;0.141;5806;2;40.447;;;0.005;3318;0;25.34;
idle;38.93;0.95;40.48;0.96;37.79;0.94;;;;0.183;3924;2;6.954;;;0.001;89;0;20.02;
1000000-threshold-215;45.65;1.00;48.74;1.00;44.14;1.00;;;;0.176;7778;2;29.024;;;0.003;2910;0;37.79;
idle;38.86;0.95;40.10;0.97;37.68;0.93;;;;0.248;3948;2;6.940;;;0.001;114;0;20.00;
1000000-threshold-220;48.41;1.00;52.50;1.00;44.24;1.00;;;;0.165;6077;2;40.120;;;0.004;2342;0;24.82;
idle;39.22;0.95;40.96;0.98;37.32;0.93;;;;0.227;4163;2;7.535;;;0.001;130;0;20.02;
1000000-threshold-225;48.34;1.00;52.54;1.00;44.03;1.00;;;;0.128;6089;2;40.022;;;0.004;2862;0;24.86;
idle;39.03;0.95;40.51;0.97;38.14;0.94;;;;0.241;3708;2;6.968;;;0.000;97;0;20.02;
1000000-threshold-230;45.59;1.00;49.09;1.00;43.66;0.99;;;;0.190;8617;2;29.747;;;0.003;2737;0;36.35;
idle;38.98;0.95;40.25;0.96;37.81;0.94;;;;0.244;4032;2;6.913;;;0.001;315;0;20.02;
1000000-threshold-235;48.22;1.00;53.21;1.00;44.01;1.00;;;;0.125;5892;2;39.443;;;0.004;2686;0;26.73;
idle;38.98;0.95;40.69;0.98;37.91;0.94;;;;0.221;3835;2;7.087;;;0.001;106;0;20.02;
1000000-threshold-240;48.51;1.00;52.61;1.00;43.90;1.00;;;;0.159;6316;2;40.057;;;0.005;2893;0;24.99;
idle;39.13;0.95;41.31;0.97;37.89;0.93;;;;0.204;3608;2;7.209;;;0.000;98;0;20.01;
1000000-threshold-245;48.11;1.00;52.33;1.00;43.83;1.00;;;;0.131;5706;2;39.367;;;0.004;2540;0;25.78;
idle;39.26;0.95;43.10;0.98;37.80;0.93;;;;0.242;4249;2;7.539;;;0.001;134;0;20.02;
1000000-threshold-250;48.22;1.00;52.17;1.00;44.16;1.00;;;;0.156;5912;2;40.518;;;0.004;2661;0;24.91;
idle;38.99;0.95;39.96;0.97;37.98;0.93;;;;0.232;4140;2;6.806;;;0.001;95;0;20.01;
1000000-threshold-255;48.09;1.00;49.44;1.00;45.39;1.00;;;;0.122;6742;2;38.728;;;0.006;3627;0;24.95;
idle;39.22;1.02;40.92;1.06;37.63;0.98;;;;0.287;4347;2;6.787;;;0.001;132;0;20.02;
1100000-threshold-0;48.78;1.10;51.81;1.10;44.57;1.10;;;;0.114;5446;2;40.381;;;0.005;3356;0;26.16;
idle;38.82;1.02;40.34;1.04;37.62;1.01;;;;0.235;3888;2;6.595;;;0.000;97;0;20.01;
1100000-threshold-5;46.04;1.10;48.71;1.10;44.05;1.09;;;;0.158;9273;2;29.798;;;0.003;3661;0;39.29;
idle;39.24;1.03;42.15;1.07;37.10;0.99;;;;0.192;3722;2;7.047;;;0.001;144;0;20.02;
1100000-threshold-10;48.14;1.10;49.06;1.10;43.92;1.09;;;;0.171;6672;2;38.682;;;0.004;3407;0;27.11;
idle;39.24;1.02;43.74;1.07;37.87;1.00;;;;0.237;4246;2;7.287;;;0.001;131;0;20.02;
1100000-threshold-15;48.54;1.10;49.24;1.10;46.01;1.10;;;;0.166;6631;2;39.352;;;0.005;3589;0;25.99;
idle;38.65;1.02;39.95;1.05;37.51;1.00;;;;0.250;4465;2;6.379;;;0.001;129;0;20.02;
1100000-threshold-20;48.88;1.10;52.20;1.10;44.19;1.09;;;;0.129;6124;2;40.339;;;0.004;3408;0;26.56;
idle;38.98;1.02;40.59;1.05;37.75;1.00;;;;0.281;4485;2;6.767;;;0.001;108;0;20.02;
1100000-threshold-25;46.04;1.10;48.43;1.10;43.85;1.08;;;;0.180;9564;2;29.808;;;0.003;2952;0;39.29;
idle;38.83;1.02;40.09;1.04;37.80;0.99;;;;0.190;3916;2;6.569;;;0.000;102;0;20.02;
1100000-threshold-30;46.22;1.10;49.15;1.10;43.72;1.08;;;;0.196;10209;2;29.704;;;0.003;3060;0;39.16;
idle;38.96;1.02;39.94;1.06;37.50;1.00;;;;0.207;4263;2;6.652;;;0.001;113;0;20.02;
1100000-threshold-35;45.85;1.10;48.68;1.10;43.14;1.09;;;;0.176;8372;2;28.804;;;0.003;3568;0;41.41;
idle;38.99;1.02;40.52;1.04;37.33;1.00;;;;0.268;4025;2;6.497;;;0.000;99;0;20.02;
1100000-threshold-40;47.99;1.10;49.23;1.10;44.25;1.09;;;;0.169;6210;2;38.629;;;0.004;3538;0;26.46;
idle;39.26;1.03;41.11;1.05;37.67;1.01;;;;0.290;4201;2;6.952;;;0.000;110;0;20.02;
1100000-threshold-45;47.95;1.10;48.81;1.10;44.69;1.10;;;;0.133;6232;2;38.427;;;0.004;4283;0;27.70;
idle;38.90;1.02;40.42;1.06;37.62;0.99;;;;0.229;4679;2;6.427;;;0.001;302;0;20.02;
1100000-threshold-50;48.15;1.10;49.40;1.10;43.23;1.09;;;;0.152;6830;2;38.522;;;0.004;3539;0;27.33;
idle;38.91;1.02;40.23;1.04;37.49;0.98;;;;0.209;3593;2;6.490;;;0.000;101;0;20.02;
1100000-threshold-55;48.66;1.10;49.48;1.10;46.23;1.10;;;;0.177;7035;2;40.127;;;0.005;3833;0;26.51;
idle;38.79;1.02;40.71;1.04;37.30;0.99;;;;0.221;4028;2;6.330;;;0.001;110;0;20.02;
1100000-threshold-60;48.34;1.10;51.84;1.10;42.47;1.07;;;;0.139;5846;2;40.012;;;0.003;2399;0;27.17;
idle;39.08;1.03;41.22;1.05;37.71;1.01;;;;0.178;3558;2;6.715;;;0.000;89;0;20.02;
1100000-threshold-65;48.23;1.10;49.77;1.10;43.97;1.09;;;;0.139;6388;2;38.635;;;0.005;4012;0;27.57;
idle;39.19;1.03;40.69;1.06;38.25;1.01;;;;0.222;3585;2;6.824;;;0.001;126;0;20.02;
1100000-threshold-70;46.27;1.10;48.90;1.10;43.36;1.09;;;;0.183;8896;2;30.050;;;0.003;2999;0;38.34;
idle;39.00;1.02;40.17;1.04;37.82;1.00;;;;0.305;3587;2;6.496;;;0.001;113;0;20.02;
1100000-threshold-75;48.75;1.10;50.48;1.10;44.07;1.09;;;;0.160;5368;2;39.373;;;0.004;3517;0;27.39;
idle;39.08;1.02;40.87;1.05;37.45;0.99;;;;0.285;4259;2;6.640;;;0.000;110;0;20.02;
1100000-threshold-80;48.39;1.10;51.88;1.10;43.80;1.10;;;;0.125;5669;2;39.344;;;0.004;2879;0;27.45;
idle;39.22;1.02;43.63;1.06;37.96;1.00;;;;0.241;4750;2;6.896;;;0.001;174;0;20.02;
1100000-threshold-85;46.05;1.10;48.56;1.10;44.10;1.09;;;;0.162;9239;2;29.384;;;0.003;2989;0;39.59;
idle;38.92;1.02;40.31;1.04;37.72;1.00;;;;0.217;4342;2;6.517;;;0.000;105;0;20.02;
1100000-threshold-90;46.08;1.10;48.54;1.10;44.43;1.09;;;;0.164;8501;2;28.961;;;0.003;3465;0;40.44;
idle;39.14;1.02;42.58;1.05;37.58;0.99;;;;0.227;4154;2;7.103;;;0.000;100;0;20.02;
1100000-threshold-95;48.39;1.10;49.18;1.10;45.79;1.08;;;;0.137;5954;2;38.913;;;0.004;3472;0;26.50;
idle;39.01;1.02;39.82;1.04;37.81;1.00;;;;0.237;4175;2;6.705;;;0.001;117;0;20.02;
1100000-threshold-100;48.50;1.10;49.31;1.10;46.32;1.10;;;;0.136;6111;2;39.874;;;0.005;4437;0;25.69;
idle;39.06;1.02;40.47;1.06;37.27;0.98;;;;0.222;4257;2;6.821;;;0.001;138;0;20.02;
1100000-threshold-105;48.98;1.10;50.80;1.10;46.05;1.10;;;;0.156;5646;2;40.331;;;0.003;2263;0;26.78;
idle;39.07;1.03;42.53;1.07;37.43;1.00;;;;0.229;4036;2;6.922;;;0.001;123;0;20.02;
1100000-threshold-110;46.12;1.10;49.02;1.10;42.84;1.07;;;;0.165;8773;2;28.696;;;0.002;2986;0;41.06;
